Tourist ID,Interés,Desde,Lugar Recomendado,Ciudad,País,Rating
1771,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1783,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1787,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1787,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1787,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1787,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1787,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1795,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1795,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1809,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1815,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1815,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1815,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1817,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1817,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1817,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1817,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1820,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1823,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1823,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
1823,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
1823,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1823,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1823,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1823,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1840,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1844,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1844,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1844,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1846,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1849,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1849,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1849,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1849,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1849,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1849,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1849,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1857,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1857,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1857,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1857,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1866,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1866,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1876,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1876,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1876,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1876,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1885,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1885,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1888,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1891,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1891,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1891,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1897,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1897,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1933,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1945,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1945,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1945,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
1945,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
1945,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1945,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1948,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1953,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
1953,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
1953,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1959,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1959,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1959,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1959,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1968,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1968,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
1968,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
1983,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
1983,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1983,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
1986,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1986,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1986,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
1986,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
1990,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
1998,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
1998,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
1998,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2001,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2001,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2004,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2015,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2019,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2019,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2025,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2025,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2036,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2036,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2036,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2039,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2039,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2042,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2048,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2048,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2051,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2051,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2051,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2051,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2060,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2060,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2065,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2065,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2065,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2065,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2072,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2073,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2073,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2073,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2073,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2075,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2075,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2075,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2081,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2081,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2090,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2090,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2096,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2101,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2101,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2101,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2101,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2101,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2101,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2103,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2103,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2105,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2105,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2110,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2110,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2110,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2110,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2110,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2119,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2119,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2119,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2119,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2119,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2119,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2126,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2128,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2128,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2130,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2130,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2134,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2135,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2135,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2135,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2135,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2135,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2135,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2142,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2142,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2142,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2142,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2142,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2142,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2143,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2143,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2143,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2143,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2143,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2143,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2143,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2143,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2146,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2164,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2164,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2164,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2164,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2168,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2168,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2168,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2176,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2176,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2176,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2179,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2187,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2187,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2187,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2188,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2193,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2193,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2193,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2193,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2193,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2193,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2198,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2198,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2206,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2206,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2206,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2210,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2210,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2210,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2216,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2221,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2224,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2224,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2224,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2224,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2224,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2227,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2232,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2237,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2237,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2237,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2240,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2240,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2240,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2247,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2249,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2259,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2259,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2259,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2259,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2263,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2270,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2270,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2270,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2270,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2277,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2277,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2277,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2277,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2291,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2300,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2302,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2302,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2302,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2308,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2308,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2308,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2325,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2325,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2325,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2325,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2325,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2329,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2338,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2340,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2342,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2342,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2343,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2343,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2343,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2343,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2343,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2343,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2344,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2344,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2344,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2344,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2347,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2347,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2347,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2347,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2356,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2356,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2356,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2356,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2356,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2356,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2358,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2358,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2358,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2358,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2358,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2358,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2358,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2359,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2359,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2359,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2359,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2359,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2360,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2360,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2369,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2369,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2369,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2369,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2370,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2370,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2384,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2384,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2403,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2403,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2405,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2418,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2422,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2422,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2422,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2422,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2422,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2423,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2423,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2423,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2432,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2432,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2432,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2434,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2434,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2434,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2440,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2440,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2440,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2440,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2440,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2441,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2441,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2441,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2443,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2443,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2443,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2450,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2450,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2450,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2450,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2450,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2450,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2454,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2455,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2455,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2455,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2465,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2465,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2467,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2474,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2474,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2474,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2475,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2491,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2492,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2492,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2492,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2492,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2492,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2506,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2508,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2508,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2508,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2508,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2508,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2510,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2510,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2514,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2514,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2520,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2532,Art,Torre Eiffel,Museo de Orsay,París,Francia,4.5
2534,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2534,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2535,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2535,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2535,History,Torre Eiffel,Puerta de Brandemburgo,Berlín,Alemania,4.3
2535,History,Torre Eiffel,Los Inválidos,París,Francia,4.3
2537,Art,Coliseo Romano,Fontana di Trevi,Roma,Italia,4.4
2537,Nature,Machu Picchu,Valle Sagrado,Cusco,Perú,4.5
2539,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2539,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2540,Architecture,Taj Mahal,Tumba de Itimad-ud-Daulah,Agra,India,4.1
2543,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2543,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2543,Nature,Taj Mahal,Mehtab Bagh,Agra,India,4.0
2543,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
2543,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2543,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2545,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2545,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2545,History,Coliseo Romano,Partenón,Atenas,Grecia,4.5
2545,History,Coliseo Romano,Foro Romano,Roma,Italia,4.4
2545,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2545,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2545,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2546,History,Machu Picchu,Sacsayhuamán,Cusco,Perú,4.3
2546,History,Machu Picchu,Ollantaytambo,Cusco,Perú,4.2
2547,Architecture,Gran Muralla China,Palacio de Verano,Pekín,China,4.3
2547,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2547,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2548,Cultural,Gran Muralla China,Ciudad Prohibida,Pekín,China,4.5
2548,Cultural,Gran Muralla China,Templo del Cielo,Pekín,China,4.4
2548,History,Taj Mahal,Fuerte Rojo,Agra,India,4.2
